ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
61321,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,329.00,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.2 Single rest myocardial perfusion study for the assessment of the extent and severity of viable and non‑viable myocardium, with single photon emission tomography, with or without planar imaging, if: (a) the patient has left ventricular systolic dysfunction and probable or confirmed coronary artery disease; and (b) the service uses a single rest technetium‑99m (Tc‑99m) protocol; and (c) the service is requested by a specialist or a consultant physician; and (d) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61325, 61329, 61332, 61345, 61380, 61398, 61406 or 61422 applies; and (e) if the patient is 17 years or older—a service to which this item, or item 61325, 61329, 61332, 61345, 61380, 61398, 61406 or 61422, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,246.75,279.65,NA
61324,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,653.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Single stress myocardial perfusion study, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) at least one of the following applies: (i) the patient has body habitus or other physical conditions (including heart rhythm disturbance) to the extent that a stress echocardiography would not provide adequate information; (ii) the patient is unable to exercise to the extent required for a stress echocardiography to provide adequate information; (iii) the patient has had a failed stress echocardiography provided in a service to which item55141, 55143, 55145 or 55146 applies; and (c) the service includes resting ECG, continuous ECG monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (d) the service is requested by a specialist or consultant physician; and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61325, 61329, 61332, 61377, 61345, 61357, 61380, 61394, 61398, 61406, 61414 or 61422 applies; and (f) if the patient is 17 years or older—a service to which this item, or item 61311, 61329, 61332, 61345, 61357, 61377, 61380, 61394, 61398, 61406 or 61414, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,489.80,565.15,NA
61325,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,329.00,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.2 Single rest myocardial perfusion study for the assessment of the extent and severity of viable and non‑viable myocardium, with single photon emission tomography, with or without planar imaging, if: (a) the patient has left ventricular systolic dysfunction and probable or confirmed coronary artery disease; and (b) the service uses: (i) an initial rest study followed by a redistribution study on the same day; and (ii) a thallous chloride‑201 (Tl‑201) protocol; and (c) the service is requested by a specialist or a consultant physician; and (d) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61321, 61329, 61332, 61345, 61380, 61398, 61406 or 61422 applies; and (e) if the patient is 17 years or older: (i) a service to which item 61321, 61329, 61332, 61345, 61380, 61398, 61406 or 61442, applies has not been provided to the patient in the previous 24 months; and (ii) the service is applicable only twice each 24 months (R)
",,,NA,NA,246.75,279.65,NA
61328,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,227.65,NA,,,,,,,,,01.05.2020,"Lung perfusion study (R)
",,,NA,NA,170.75,193.55,NA
61329,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) at least one of the following applies: (i) the patient has body habitus or other physical conditions (including heart rhythm disturbance) to the extent that a stress echocardiography would not provide adequate information; (ii) the patient is unable to exercise to the extent required for a stress echocardiography to provide adequate information; (iii) the patient has had a failed stress echocardiography provided in a service to which item55141, 55143, 55145 or 55146 applies; and (c) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (d) the service is requested by a medical practitioner (other than a specialist or consultant physician); and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61332, 61345, 61357, 61377, 61380, 61394, 61398, 61406, 61414 or 61422 applies; and (f) if the patient is 17 years or older—a service to which this item, or item 61311, 61321, 61324, 61325, 61332, 61345, 61357, 61380, 61394, 61398, 61406, 61414 or 61422, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,736.55,894.15,NA
61340,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,253.00,NA,,,,,,,,,01.05.2020,"Lung ventilation study using aerosol, technegas or xenon gas (R)
",,,NA,NA,189.75,215.05,NA
61345,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) at least one of the following applies: (i) the patient has body habitus or other physical conditions (including heart rhythm disturbance) to the extent that a stress echocardiography would not provide adequate information; (ii) the patient is unable to exercise to the extent required for a stress echocardiography to provide adequate information; (iii) the patient has had a failed stress echocardiography provided in a service to which item55141, 55143, 55145 or 55146 applies; and (c) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (d) the service is requested by a specialist or consultant physician; and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61329, 61332, 61357, 61377, 61380, 61394, 61398, 61406, 61414 or 61422 applies (R); and (f) if the patient is 17 years or older—a service to which this item, or item 61311, 61321, 61324, 61325, 61329, 61332, 61357, 61377, 61380, 61394, 61398, 61406, 61414 or 61422, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,736.55,894.15,NA
61348,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,443.35,NA,,,,,,,,,01.05.2020,"Lung perfusion study and lung ventilation study using aerosol, technegas or xenon gas (R)
",,,NA,NA,332.55,376.85,NA
61349,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Repeat combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) both: (i) a service has been provided to the patient in the previous 24 months to which this item, or item 61311, 61324, 61329, 61332, 61337, 61345, 61357, 61365, 61380, 61394, 61398, 61406, 61410, 61414 or 61418, applies; and (ii) the patient has subsequently undergone a revascularisation procedure; and (b) the patient has one or more symptoms of cardiac ischaemia that have evolved and are not adequately controlled with optimal medical therapy; and (c) at least one of the following applies: (i) the patient has body habitus or other physical conditions (including heart rhythm disturbance) to the extent that a stress echocardiography would not provide adequate information; (ii) the patient is unable to exercise to the extent required for a stress echocardiography to provide adequate information; (iii) the patient has had a failed stress echocardiography provided in a service to which item55141, 55143, 55145 or 55146 applies; and (d) the service is requested by a specialist or a consultant physician; and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61365, 61410 or 61418 applies; and (f) if the patient is 17 years or older—a service to which this item, or item 61365, 61410 or 61418, applies has not been provided to the patient in the previous 12 months (R)
",,,NA,NA,736.55,894.15,NA
61353,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,386.60,NA,,,,,,,,,01.05.2020,"Liver and spleen study (colloid) (R)
",,,NA,NA,289.95,328.65,NA
61356,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,392.80,NA,,,,,,,,,01.05.2020,"Red blood cell spleen or liver study (R)
",,,NA,NA,294.60,333.90,NA
61357,,01.08.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.08.2020,01.08.2020,653.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Single stress myocardial perfusion study, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) at least one of the following applies: (i) the patient has body habitus or other physical conditions (including heart rhythm disturbance) to the extent that a stress echocardiography would not provide adequate information; (ii) the patient is unable to exercise to the extent required for a stress echocardiography to provide adequate information; (iii) the patient has had a failed stress echocardiography provided in a service to which items55141, 55143, 55145 or 55146 applies; and (c) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (d) the service is requested by a medical practitioner (other than a specialist or consultant physician); and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61329, 61332, 61345, 61377, 61380, 61394, 61398, 61406, 61414 or 61422 applies; and (f) if the patient is 17 years or older—a service to which this item, or item 61311, 61324, 61329, 61332, 61345, 61377, 61380, 61394, 61398, 61406, or 61414, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,489.80,565.15,NA
61360,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,403.35,NA,,,,,,,,,01.05.2020,"Hepatobiliary study, including morphine administration or pre-treatment with a cholagogue when performed (R)
",,,NA,NA,302.55,342.85,NA
61361,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,461.40,NA,,,,,,,,,01.05.2020,"Hepatobiliary study with formal quantification following baseline imaging, using a cholagogue (R)
",,,NA,NA,346.05,392.20,NA
61364,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,496.95,NA,,,,,,,,,01.05.2020,"Bowel haemorrhage study (R)
",,,NA,NA,372.75,422.45,NA
61368,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,223.10,NA,,,,,,,,,01.05.2020,"Meckel’s diverticulum study (R)
",,,NA,NA,167.35,189.65,NA
61369,,01.11.1999,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.11.2006,2015.75,NA,,,,,,,,,01.05.2020,"Indium-labelled octreotide study (including single photon emission tomography when undertaken), if:(a) a gastro-entero-pancreatic endocrine tumour is suspected on the basis of biochemical evidence with negative or equivocal conventional imaging; or(b) both:(i) a surgically amenable gastro-entero-pancreatic endocrine tumour has been identified on the basis of conventional techniques; and(ii) the study is to exclude additional disease sites (R)
",,,NA,NA,1511.85,1927.85,NA
61372,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,223.10,NA,,,,,,,,,01.05.2020,"Salivary study (R)
",,,NA,NA,167.35,189.65,NA
61373,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,489.70,NA,,,,,,,,,01.05.2020,"Gastro-oesophageal reflux study, including delayed imaging on a separate occasion when performed (R)
",,,NA,NA,367.30,416.25,NA
61376,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,143.35,NA,,,,,,,,,01.05.2020,"Oesophageal clearance study (R)
",,,NA,NA,107.55,121.85,NA
61381,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,574.35,NA,,,,,,,,,01.05.2020,"Gastric emptying study, using single tracer (R)
",,,NA,NA,430.80,488.20,NA
61383,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,624.95,NA,,,,,,,,,01.05.2020,"Combined solid and liquid gastric emptying study using dual isotope technique or the same isotope on separate days (R)
",,,NA,NA,468.75,537.05,NA
61384,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,687.70,NA,,,,,,,,,01.05.2020,"Radionuclide colonic transit study (R)
",,,NA,NA,515.80,599.80,NA
61386,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,332.50,NA,,,,,,,,,01.05.2020,"Renal study, including perfusion and renogram images and computer analysis or cortical study with planar imaging (R)
",,,NA,NA,249.40,282.65,NA
61387,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,430.75,NA,,,,,,,,,01.05.2020,"Renal cortical study, with single photon emission tomography and planar quantification (R)
",,,NA,NA,323.10,366.15,NA
61389,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,370.55,NA,,,,,,,,,01.05.2020,"Single renal study with pre-procedural administration of a diuretic or angiotensin converting enzyme (ACE) inhibitor (R)
",,,NA,NA,277.95,315.00,NA
61390,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,409.95,NA,,,,,,,,,01.05.2020,"Renal study with diuretic administration after a baseline study (R)
",,,NA,NA,307.50,348.50,NA
61393,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,605.50,NA,,,,,,,,,01.05.2020,"Combined examination involving a renal study following angiotensin converting enzyme (ACE) inhibitor provocation and a baseline study, in either order and related to a single referral episode (R)
",,,NA,NA,454.15,517.60,NA
61394,,15.09.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,15.09.2020,15.09.2020,653.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Single stress myocardial perfusion study, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) the service is provided at, or from, a practice located in a Modified Monash 3, 4, 5, 6 or 7 area; and (c) a stress echocardiography service is not available in the Modified Monash area where the service is provided; and (d) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (e) the service is requested by a specialist or consultant physician; and (f) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61329, 61332, 61345, 61357, 61377, 61380, 61398, 61406, 61414 or 61422 applies; and (g) if the patient is 17 years or older—a service to which this item, or item 61311, 61324, 61329, 61332, 61345, 61357, 61377, 61380, 61398, 61406 or 61414, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,489.80,565.15,NA
61397,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,246.85,NA,,,,,,,,,01.05.2020,"Cystoureterogram (R)
",,,NA,NA,185.15,209.85,NA
61398,,15.09.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,15.09.2020,15.09.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) the service is provided at, or from, a practice located in a Modified Monash 3, 4, 5, 6 or 7 area; and (c) a stress echocardiography service is not available in the Modified Monash area where the services is provided; and (d) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (e) the service is requested by a medical practitioner (other than a specialist or consultant physician); and (f) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61329, 61332, 61345, 61357, 61377, 61380, 61394, 61406, 61414 or 61422 applies; and (g) if the patient is 17 years or older—a service to which this item, or item 61311, 61321, 61324, 61325, 61329, 61332, 61345, 61357, 61377, 61380, 61394, 61406, 61414 or 61422, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,736.55,894.15,NA
61402,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,605.05,NA,,,,,,,,,01.05.2020,"Cerebral perfusion study, with single photon emission tomography and with planar imaging when performed (R)
",,,NA,NA,453.80,517.15,NA
61406,,15.09.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,15.09.2020,15.09.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) the patient has symptoms of cardiac ischaemia; and (b) the service is provided at, or from, a practice located in a Modified Monash 3, 4, 5, 6 or 7 area; and (c) a stress echocardiography service is not available in the Modified Monash area where the service is provided; and (d) the service includes resting electrocardiograph, continuous electrocardiograph monitoring during exercise (with recording), blood pressure monitoring and the recording of other parameters (including heart rate); and (e) the service is requested by a specialist or consultant physician; and (f) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730, 61311, 61321, 61324, 61325, 61329, 61332, 61377, 61345, 61357, 61380, 61394, 61398, 61414 or 61422 applies; and (g) if the patient is 17 years or older—a service to which this item, or item 61311, 61321, 61324, 61325, 61329, 61332, 61345, 61357, 61377, 61380, 61394, 61398, 61414 or 61422, applies has not been provided to the patient in the previous 24 months (R)
",,,NA,NA,736.55,894.15,NA
61409,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,873.50,NA,,,,,,,,,01.05.2020,"Cerebro spinal fluid transport study, with imaging on 2 or more separate occasions (R)
",,,NA,NA,655.15,785.60,NA
61410,,15.09.2020,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,15.09.2020,15.09.2020,982.05,NA,,,,,,,,,01.07.2021,"Note: the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: IR.4.1 Repeat combined stress and rest, stress and re‑injection or rest and redistribution myocardial perfusion study, including delayed imaging or re‑injection protocol on a subsequent occasion, with single photon emission tomography, with or without planar imaging, if: (a) both: (i) a service has been provided to the patient in the previous 24 months to which this item, or item 61311, 61324, 61329, 61332, 61345, 61349, 61357, 61365, 61377, 61380, 61394, 61398, 61406, 61414 or 61418, applies; and (ii) the patient has subsequently undergone a revascularisation procedure; and (b) the patient has one or more symptoms of cardiac ischaemia that have evolved and are not adequately controlled with optimal medical therapy; and (c) the service is provided at, or from, a practice located in a Modified Monash 3, 4, 5, 6 or 7 area; and (d) a stress echocardiography service is not available in the Modified Monash area where the service is provided; and (e) the service is not associated with a service to which item 11704, 11705, 11707, 11714, 11729, 11730 or 61418 applies; and (f) if the patient is 17 years or older—a service to which item 61349, 61365 or 61418 applies has not been provided to the patient in the previous 12 months
",,,NA,NA,736.55,894.15,NA
